GBS name (Sample:Flowcell:Lane:Well),Additional file 1.xlsx (Romay et al. 2013),Inbred name,Source,Accession,Seed lot,Notes
PI608764:81FENABXX:4:C9,B55,B55,NCRPIS,PI 608764,99ncai01 SD,
PI608765:81N4HABXX:7:B10,B77,B77,NCRPIS,PI 608765,92ncai01 SD,
PI608766:81FE7ABXX:6:D1,B79,B79,NCRPIS,PI 608766,92ncai01 SD,
PI608767:81FENABXX:5:C9,B84,B84,NCRPIS,PI 608767,92ncai01 SD,
PI608768:81FENABXX:3:E8,B87,B87,NCRPIS,PI 608768,92ncai01 SD,
PI608768:D0D0BACXX:3:F10,B87,B87,NCRPIS,PI 608768,11784,
PI608774:81N4HABXX:6:H10,B75,B75,NCRPIS,PI 608774,92ncai01 SD,
PI608777:81FE7ABXX:3:C3,B85,B85,NCRPIS,PI 608777,92ncai01 SD,
PI608778:81FE7ABXX:1:E1,B86,B86,NCRPIS,PI 608778,92ncai01 SD,
PI608806:81FE7ABXX:7:H10,Mp714,Mp714,NCRPIS,PI 608806,99ncai01 SD,
PI610493:81FENABXX:3:G6,NY5526,NY5526,NCRPIS,PI 610493,01ncai01 SD,
PI610494:81FENABXX:1:F6,NY6371,NY6371,NCRPIS,PI 610494,01ncai01 SD,
PI613179:D0D0BACXX:3:B5,T173,T173,NCRPIS,PI 613179,11819,
PI614142:D0D0BACXX:4:G2,GEMS-0001,GEMS-0001,NCRPIS,PI 614142,12190,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI614819:81FE8ABXX:3:A6,Mp715,Mp715,NCRPIS,PI 614819,04ncei01 SD,
PI614820:81FE7ABXX:7:A4,Mp716,Mp716,NCRPIS,PI 614820,04ncei01 SD,
PI615190:81FE7ABXX:1:D5,B115,B115,NCRPIS,PI 615190,04ncai01 SD,
PI615190:81FENABXX:4:D5,B115,B115,NCRPIS,PI 615190,04ncai02 SD,
PI619429:81FE8ABXX:1:H11,Tx802,Tx802,NCRPIS,PI 619429,05ncei01 SD,
PI619430:81N4HABXX:5:B7,Tx807,Tx807,NCRPIS,PI 619430,05ncei01 SD,
PI619431:81FE8ABXX:2:G7,Tx811,Tx811,NCRPIS,PI 619431,05ncei01 SD,
PI631393:81FE8ABXX:4:F1,ND291,ND291,NCRPIS,PI 631393,03ncai01 SD,
PI631394:81FE8ABXX:4:C4,ND2000,ND2000,NCRPIS,PI 631394,03ncai01 SD,
PI631444:81FE7ABXX:1:F1,T270,T270,NCRPIS,PI 631444,09ncai01 SD,
PI632413:D0D0BACXX:4:D4,GEMS-0002,GEMS-0002,NCRPIS,PI 632413,12203,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI632746:81FE7ABXX:1:C12,B116,B116,NCRPIS,PI 632746,04ncai01 SD,
PI633727:81FE7ABXX:7:C8,Tx202,Tx202,NCRPIS,PI 633727,03ncfo01 SD,
PI633728:81N4HABXX:4:A2,Tx203,Tx203,NCRPIS,PI 633728,03ncfo01 SD,
PI633839:D0D0BACXX:3:F4,Tx114,Tx114,NCRPIS,PI 633839,11600,
PI633840:81FE8ABXX:3:G4,Tx714,Tx714,NCRPIS,PI 633840,98ncab01 SD,
PI633844:D0D0BACXX:3:H12,Tx772,Tx772,NCRPIS,PI 633844,11187,
PI633924:81N4HABXX:1:D1,T272,T272,NCRPIS,PI 633924,04ncai01 SD,
PI634206:81FENABXX:2:B7,Mo48,Mo48,NCRPIS,PI 634206,04ncai01 SD,
PI634207:81FE7ABXX:5:F1,Mo49,Mo49,NCRPIS,PI 634207,04ncai01 SD,
PI634211:81N4HABXX:7:H5,B117,B117,NCRPIS,PI 634211,04ncai01 SD,
PI634212:81FE7ABXX:3:E12,B118,B118,NCRPIS,PI 634212,04ncai01 SD,
PI634213:81FE7ABXX:5:H1,B119,B119,NCRPIS,PI 634213,04ncai01 SD,
PI634214:81FENABXX:1:D6,B120,B120,NCRPIS,PI 634214,04ncai01 SD,
PI634215:81FE7ABXX:6:C3,B121,B121,NCRPIS,PI 634215,04ncai01 SD,
PI635122:81FE8ABXX:3:D6,TZMI711,TZMI 711,NCRPIS,PI 635122,05ncei01 SD,
PI635123:81N4HABXX:5:E9,TZMI712,TZMI 712,NCRPIS,PI 635123,05ncei01 SD,
PI635124:81FE8ABXX:2:A9,TZMI713,TZMI 713,NCRPIS,PI 635124,05ncei01 SD,
PI635125:81N4HABXX:4:B5,TZMI714,TZMI 714,NCRPIS,PI 635125,05ncei01 SD,
PI635126:81FE8ABXX:3:D7,TZMI715,TZMI 715,NCRPIS,PI 635126,05ncei01 SD,
PI635127:81FE8ABXX:3:C5,TZMI716,TZMI 716,NCRPIS,PI 635127,09ncei01 SD,
PI635128:81N4HABXX:4:H6,TZMI717,TZMI 717,NCRPIS,PI 635128,05ncei01 SD,
PI635128:D0D0BACXX:4:E11,TZMI717,TZMI 717,NCRPIS,PI 635128,12984,
PI635129:81FE8ABXX:1:E11,TZMI718,TZMI 718,NCRPIS,PI 635129,05ncei01 SD,
PI635130:81N4HABXX:4:F11,TZMI719,TZMI 719,NCRPIS,PI 635130,05ncei01 SD,
PI635131:81FE8ABXX:3:D5,TZMI720,TZMI 720,NCRPIS,PI 635131,05ncei01 SD,
PI635132:81FE8ABXX:3:E4,TZMI721,TZMI 721,NCRPIS,PI 635132,09ncei01 SD,
PI635133:81N4HABXX:4:E12,TZMI722,TZMI 722,NCRPIS,PI 635133,05ncei01 SD,
PI635134:81N4HABXX:5:H2,TZMI723,TZMI 723,NCRPIS,PI 635134,05ncei01 SD,
PI635135:81N4HABXX:4:C9,TZMI724,TZMI 724,NCRPIS,PI 635135,08ncei01 SD,
PI635136:81FE8ABXX:2:F11,TZMI725,TZMI 725,NCRPIS,PI 635136,08ncei01 SD,
PI635137:81N4HABXX:5:C6,TZMI726,TZMI 726,NCRPIS,PI 635137,05ncei01 SD,
PI635138:81N4HABXX:5:G4,TZMI727,TZMI 727,NCRPIS,PI 635138,05ncei01 SD,
PI635139:81FE8ABXX:3:C1,TZMI728,TZMI 728,NCRPIS,PI 635139,06ncei01 SD,
PI635140:81FE8ABXX:2:C8,TZMI729,TZMI 729,NCRPIS,PI 635140,05ncei01 SD,
PI635141:81N4HABXX:5:B4,TZMI730,TZMI 730,NCRPIS,PI 635141,05ncei01 SD,
PI638549:81N4HABXX:6:E4,N551,N551,NCRPIS,PI 638549,05ncai01 SD,
PI638550:81FE8ABXX:5:F7,N552,N552,NCRPIS,PI 638550,05ncai01 SD,
PI638551:81FE7ABXX:2:A7,not included,DE3,NCRPIS,PI 638551,05ncai01 SD,
PI638552:81FE7ABXX:1:C4,DE4,DE4,NCRPIS,PI 638552,05ncai01 SD,
PI638553:81FENABXX:4:F5,DE5,DE5,NCRPIS,PI 638553,05ncai01 SD,
PI638594:81N4HABXX:1:H3,T175,T175,NCRPIS,PI 638594,05ncai01 SD,
PI639037:D0D0BACXX:4:E4,GEMS-0004,GEMS-0004,NCRPIS,PI 639037,12258,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639038:D0D0BACXX:4:E8,GEMS-0005,GEMS-0005,NCRPIS,PI 639038,12239,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639039:D0D0BACXX:4:E5,GEMS-0006,GEMS-0006,NCRPIS,PI 639039,12212,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639040:D0D0BACXX:4:E9,GEMS-0009,GEMS-0009,NCRPIS,PI 639040,12247,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639041:D0D0BACXX:4:D7,GEMS-0010,GEMS-0010,NCRPIS,PI 639041,12229,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639042:D0D0BACXX:4:G4,GEMS-0011,GEMS-0011,NCRPIS,PI 639042,12256,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639044:D0D0BACXX:4:G12,GEMS-0013,GEMS-0013,NCRPIS,PI 639044,12288,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639045:D0D0BACXX:4:D6,GEMS-0015,GEMS-0015,NCRPIS,PI 639045,12220,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639046:D0D0BACXX:4:H4,GEMS-0017,GEMS-0017,NCRPIS,PI 639046,12207,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639048:D0D0BACXX:4:A11,GEMS-0019,GEMS-0019,NCRPIS,PI 639048,12304,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639049:D0D0BACXX:4:C6,GEMS-0020,GEMS-0020,NCRPIS,PI 639049,12219,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639050:D0D0BACXX:4:H6,GEMS-0021,GEMS-0021,NCRPIS,PI 639050,12225,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639052:D0D0BACXX:4:D1,GEMS-0024,GEMS-0024,NCRPIS,PI 639052,12283,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639053:D0D0BACXX:4:C11,GEMS-0028,GEMS-0028,NCRPIS,PI 639053,12302,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639055:D0D0BACXX:4:B5,GEMS-0030,GEMS-0030,NCRPIS,PI 639055,12209,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639056:D0D0BACXX:4:H10,GEMS-0031,GEMS-0031,NCRPIS,PI 639056,12305,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639111:D0D0BACXX:3:E7,Oh605,Oh605,NCRPIS,PI 639111,11852,
PI639497:D0D0BACXX:4:H7,GEMN-0033,GEMN-0033,NCRPIS,PI 639497,12234,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639498:D0D0BACXX:4:B3,GEMN-0035,GEMN-0035,NCRPIS,PI 639498,12269,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639499:D0D0BACXX:4:D3,GEMN-0036,GEMN-0036,NCRPIS,PI 639499,12267,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639500:D0D0BACXX:4:H1,GEMN-0037,GEMN-0037,NCRPIS,PI 639500,12279,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639501:D0D0BACXX:4:B7,GEMN-0039,GEMN-0039,NCRPIS,PI 639501,12227,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639502:D0D0BACXX:4:B1,GEMN-0040,GEMN-0040,NCRPIS,PI 639502,12285,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639503:D0D0BACXX:4:G5,GEMN-0041,GEMN-0041,NCRPIS,PI 639503,12215,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639504:D0D0BACXX:4:F4,GEMN-0042,GEMN-0042,NCRPIS,PI 639504,12205,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639505:D0D0BACXX:4:A4,GEMN-0043,GEMN-0043,NCRPIS,PI 639505,12262,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI639925:81N4HABXX:4:C8,TZSTRI101,TZSTRI101,NCRPIS,PI 639925,06ncei01 SD,
PI639926:81N4HABXX:5:E8,TZSTRI102,TZSTRI102,NCRPIS,PI 639926,06ncei01 SD,
PI639926:C07W2ACXX:1:A4,TZSTRI102,TZSTRI102,NCRPIS,PI 639926,06ncei01 SD,
PI639926:C07W2ACXX:2:A4,TZSTRI102,TZSTRI102,NCRPIS,PI 639926,06ncei01 SD,
PI639926:D0D0BACXX:1:A4,TZSTRI102,TZSTRI102,NCRPIS,PI 639926,06ncei01 SD,
PI639926:D0D7RACXX:1:A4,TZSTRI102,TZSTRI102,NCRPIS,PI 639926,06ncei01 SD,
PI639926:D0D7RACXX:2:A4,TZSTRI102,TZSTRI102,NCRPIS,PI 639926,06ncei01 SD,
PI639927:81FE8ABXX:1:G11,TZSTRI103,TZSTRI103,NCRPIS,PI 639927,06ncei01 SD,
PI639928:81FE8ABXX:2:F1,TZSTRI104,TZSTRI104,NCRPIS,PI 639928,06ncei01 SD,
PI639929:81N4HABXX:5:D4,TZSTRI105,TZSTRI105,NCRPIS,PI 639929,06ncei01 SD,
PI639930:81FE8ABXX:2:E12,TZSTRI106,TZSTRI106,NCRPIS,PI 639930,08ncei01 SD,
PI639931:81N4HABXX:5:G7,TZSTRI107,TZSTRI107,NCRPIS,PI 639931,06ncei01 SD,
PI639932:81N4HABXX:4:C11,TZSTRI108,TZSTRI108,NCRPIS,PI 639932,06ncei01 SD,
PI639932:D0D0BACXX:4:H12,TZSTRI108,TZSTRI108,NCRPIS,PI 639932,13100,
PI639933:81FE8ABXX:1:D11,TZSTRI109,TZSTRI109,NCRPIS,PI 639933,06ncei01 SD,
PI639934:81N4HABXX:4:B10,TZSTRI110,TZSTRI110,NCRPIS,PI 639934,06ncei01 SD,
PI639935:81N4HABXX:5:A5,TZSTRI111,TZSTRI111,NCRPIS,PI 639935,09ncei01 SD,
PI639936:81FE8ABXX:2:D6,TZSTRI112,TZSTRI112,NCRPIS,PI 639936,06ncei01 SD,
PI639936:C07W2ACXX:1:B2,TZSTRI112,TZSTRI112,NCRPIS,PI 639936,06ncei01 SD,
PI639936:C07W2ACXX:2:B2,TZSTRI112,TZSTRI112,NCRPIS,PI 639936,06ncei01 SD,
PI639936:D0D0BACXX:1:B2,TZSTRI112,TZSTRI112,NCRPIS,PI 639936,06ncei01 SD,
PI639936:D0D7RACXX:1:B2,TZSTRI112,TZSTRI112,NCRPIS,PI 639936,06ncei01 SD,
PI639936:D0D7RACXX:2:B2,TZSTRI112,TZSTRI112,NCRPIS,PI 639936,06ncei01 SD,
PI639937:81N4HABXX:4:B6,TZSTRI113,TZSTRI113,NCRPIS,PI 639937,06ncei01 SD,
PI639937:D0D0BACXX:4:E8,TZSTRI113,TZSTRI113,NCRPIS,PI 639937,12446,
PI639938:81FE8ABXX:3:F4,TZSTRI114,TZSTRI114,NCRPIS,PI 639938,06ncei01 SD,
PI639938:D0D0BACXX:4:B7,TZSTRI114,TZSTRI114,NCRPIS,PI 639938,12520,
PI639939:81FE8ABXX:3:A1,TZSTRI115,TZSTRI115,NCRPIS,PI 639939,06ncei01 SD,
PI639939:C07W2ACXX:1:C2,TZSTRI115,TZSTRI115,NCRPIS,PI 639939,06ncei01 SD,
PI639939:C07W2ACXX:2:C2,TZSTRI115,TZSTRI115,NCRPIS,PI 639939,06ncei01 SD,
PI639939:D0D0BACXX:1:C2,TZSTRI115,TZSTRI115,NCRPIS,PI 639939,06ncei01 SD,
PI639939:D0D7RACXX:1:C2,TZSTRI115,TZSTRI115,NCRPIS,PI 639939,06ncei01 SD,
PI639939:D0D7RACXX:2:C2,TZSTRI115,TZSTRI115,NCRPIS,PI 639939,06ncei01 SD,
PI639940:81FE8ABXX:2:G8,TZSTRI116,TZSTRI116,NCRPIS,PI 639940,08ncei01 SD,
PI639941:81FE8ABXX:3:F5,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,07ncei01 SD,
PI639941:C07W2ACXX:1:D2,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,07ncei01 SD,
PI639941:C07W2ACXX:2:D2,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,07ncei01 SD,
PI639941:D0D0BACXX:1:D2,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,07ncei01 SD,
PI639941:D0D0BACXX:4:G1,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,12762,
PI639941:D0D7RACXX:1:D2,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,07ncei01 SD,
PI639941:D0D7RACXX:2:D2,TZSTRI117,TZSTRI117,NCRPIS,PI 639941,07ncei01 SD,
PI639942:81N4HABXX:5:E7,TZSTRI118,TZSTRI118,NCRPIS,PI 639942,06ncei01 SD,
PI639943:81N4HABXX:5:B9,TZSTRI119,TZSTRI119,NCRPIS,PI 639943,08ncei01 SD,
PI639944:81N4HABXX:5:C2,TZSTRI120,TZSTRI120,NCRPIS,PI 639944,06ncei01 SD,
PI639945:81FE8ABXX:2:E3,TZSTRI121,TZSTRI121,NCRPIS,PI 639945,06ncei01 SD,
PI639946:81N4HABXX:5:C7,TZSTRI122,TZSTRI122,NCRPIS,PI 639946,08ncei01 SD,
PI639946:D0D0BACXX:4:H4,TZSTRI122,TZSTRI122,NCRPIS,PI 639946,12845,
PI639947:81FE8ABXX:2:H8,TZSTRI123,TZSTRI123,NCRPIS,PI 639947,06ncei01 SD,
PI639948:81FE8ABXX:2:H3,TZSTRI124,TZSTRI124,NCRPIS,PI 639948,06ncei01 SD,
PI639949:81N4HABXX:5:G9,TZSTRI125,TZSTRI125,NCRPIS,PI 639949,08ncei01 SD,
PI639950:81FE8ABXX:1:B11,TZSTRI126,TZSTRI126,NCRPIS,PI 639950,08ncei01 SD,
PI641061:81FE8ABXX:3:C6,TZEI1,TZEI 1,NCRPIS,PI 641061,06ncei01 SD,
PI641062:81N4HABXX:4:B11,TZEI2,TZEI 2,NCRPIS,PI 641062,06ncei01 SD,
PI641063:81N4HABXX:4:F7,TZEI3,TZEI 3,NCRPIS,PI 641063,06ncei01 SD,
PI641064:81N4HABXX:4:A10,TZEI4,TZEI 4,NCRPIS,PI 641064,06ncei01 SD,
PI641065:81N4HABXX:4:C5,TZEI5,TZEI 5,NCRPIS,PI 641065,06ncei01 SD,
PI641066:81FE8ABXX:2:H2,TZEI6,TZEI 6,NCRPIS,PI 641066,09ncei01 SD,
PI641067:81N4HABXX:5:B3,TZEI7,TZEI 7,NCRPIS,PI 641067,06ncei01 SD,
PI641068:81N4HABXX:4:E7,TZEI8,TZEI 8,NCRPIS,PI 641068,06ncei01 SD,
PI641068:D0D0BACXX:4:C10,TZEI8,TZEI 8,NCRPIS,PI 641068,12337,
PI641069:81N4HABXX:5:E4,TZEI9,TZEI 9,NCRPIS,PI 641069,06ncei01 SD,
PI641070:81FE8ABXX:2:E2,TZEI10,TZEI 10,NCRPIS,PI 641070,06ncei01 SD,
PI641071:81FE8ABXX:2:H6,TZEI11,TZEI 11,NCRPIS,PI 641071,06ncei01 SD,
PI641072:81FE8ABXX:1:F10,TZEI12,TZEI 12,NCRPIS,PI 641072,07ncei01 SD,
PI641073:81N4HABXX:4:D12,TZEI13,TZEI 13,NCRPIS,PI 641073,08ncei01 SD,
PI641073:D0D0BACXX:4:E12,TZEI13,TZEI 13,NCRPIS,PI 641073,12729,
PI641074:81N4HABXX:5:E1,TZEI14,TZEI 14,NCRPIS,PI 641074,06ncei01 SD,
PI641075:81N4HABXX:5:A10,TZEI15,TZEI 15,NCRPIS,PI 641075,06ncei01 SD,
PI641075:D0D0BACXX:4:H6,TZEI15,TZEI 15,NCRPIS,PI 641075,12406,
PI641076:81FE8ABXX:3:E7,TZEI16,TZEI 16,NCRPIS,PI 641076,06ncei01 SD,
PI641224:81N4HABXX:2:C10,Hi42,Hi42,NCRPIS,PI 641224,09ncai01 SD,
PI641225:81N4HABXX:1:D5,Hi43,Hi43,NCRPIS,PI 641225,09ncai01 SD,
PI641226:81N4HABXX:1:G8,Hi44,Hi44,NCRPIS,PI 641226,09ncai01 SD,
PI641229:81FE7ABXX:2:G8,Hi47,Hi47,NCRPIS,PI 641229,09ncai01 SD,
PI641230:D0D0BACXX:4:D7,Hi48,Hi48,NCRPIS,PI 641230,12906,
PI641232:81FE7ABXX:7:G8,Hi50,Hi50,NCRPIS,PI 641232,09ncai01 SD,
PI641234:81FE8ABXX:2:F3,Hi52,Hi52,NCRPIS,PI 641234,09ncai01 SD,
PI641234:D0D0BACXX:4:A12,Hi52,Hi52,NCRPIS,PI 641234,13073,
PI641238:81N4HABXX:2:E6,Hi56,Hi56,NCRPIS,PI 641238,09ncai01 SD,
PI641242:81FE7ABXX:4:A7,Hi60,Hi60,NCRPIS,PI 641242,09ncai01 SD,
PI641243:81N4HABXX:3:B6,Hi61,Hi61,NCRPIS,PI 641243,09ncai01 SD,
PI641244:81N4HABXX:5:H7,Hi62,Hi62,NCRPIS,PI 641244,09ncai01 SD,
PI641245:D0D0BACXX:4:B1,Hi63,Hi63,NCRPIS,PI 641245,13107,
PI641246:D0D0BACXX:4:D1,Hi64,Hi64,NCRPIS,PI 641246,13117,
PI641247:81FE8ABXX:3:E6,Hi65,Hi65,NCRPIS,PI 641247,09ncai01 SD,
PI641248:D0D0BACXX:4:E7,Hi66,Hi66,NCRPIS,PI 641248,12909,
PI641249:81N4HABXX:5:F1,Hi67,Hi67,NCRPIS,PI 641249,09ncai01 SD,
PI641251:81N4HABXX:4:A9,TZEEI1,TZEEI 1,NCRPIS,PI 641251,07ncei01 SD,
PI641252:81FE8ABXX:3:H6,TZEEI2,TZEEI 2,NCRPIS,PI 641252,07ncei01 SD,
PI641253:81FE8ABXX:2:F8,TZEEI3,TZEEI 3,NCRPIS,PI 641253,07ncei01 SD,
PI641254:81FE8ABXX:2:F10,TZEEI4,TZEEI 4,NCRPIS,PI 641254,07ncei01 SD,
PI641255:81FE8ABXX:2:D3,TZEEI5,TZEEI 5,NCRPIS,PI 641255,07ncei01 SD,
PI641256:81FE8ABXX:1:E12,TZEEI6,TZEEI 6,NCRPIS,PI 641256,07ncei01 SD,
PI641257:81FE8ABXX:3:F1,TZEEI7,TZEEI 7,NCRPIS,PI 641257,07ncei01 SD,
PI641258:81FE8ABXX:3:E2,TZEEI8,TZEEI 8,NCRPIS,PI 641258,07ncei02 SD,
PI641259:81FE8ABXX:3:D2,TZEEI9,TZEEI 9,NCRPIS,PI 641259,07ncei01 SD,
PI641260:81N4HABXX:5:A9,TZEEI11,TZEEI 11,NCRPIS,PI 641260,07ncei01 SD,
PI641261:81FE8ABXX:2:H5,TZEEI13,TZEEI 13,NCRPIS,PI 641261,07ncei01 SD,
PI641262:81FE8ABXX:2:C2,TZEEI14,TZEEI 14,NCRPIS,PI 641262,07ncei01 SD,
PI641263:81N4HABXX:5:H5,TZEEI16,TZEEI 16,NCRPIS,PI 641263,07ncei01 SD,
PI641264:81FE8ABXX:2:H11,TZEEI17,TZEEI 17,NCRPIS,PI 641264,07ncei01 SD,
PI641265:81N4HABXX:5:B5,TZEEI20,TZEEI 20,NCRPIS,PI 641265,07ncei01 SD,
PI641266:81N4HABXX:4:A11,TZEEI21,TZEEI 21,NCRPIS,PI 641266,07ncei01 SD,
PI641711:81N4HABXX:5:D9,OBATANPAGH,OBATANPA GH,NCRPIS,PI 641711,07ncei01 SD,
PI642762:D0D0BACXX:4:D8,GEMS-0027,GEMS-0027,NCRPIS,PI 642762,12238,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI642763:D0D0BACXX:3:F11,GEMS-0003,GEMS-0003,NCRPIS,PI 642763,12164,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI642764:D0D0BACXX:4:A9,GEMS-0014,GEMS-0014,NCRPIS,PI 642764,12243,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI642765:D0D0BACXX:4:D12,GEMS-0016,GEMS-0016,NCRPIS,PI 642765,12291,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI642767:D0D0BACXX:4:E4,GEMS-0032,GEMS-0032,NCRPIS,PI 642767,12204,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI643420:D0D0BACXX:4:E3,GEMS-0067,GEMS-0067,NCRPIS,PI 643420,12196,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
PI644099:81FENABXX:7:A7,Florida56,Florida 56,NCRPIS,PI 644099,04ncai01 SD,
PI644100:81FE8ABXX:1:D8,Florida32,Florida 32,NCRPIS,PI 644100,08ncai01 SD,
PI644101:81FE7ABXX:2:G11,LH1,LH1,NCRPIS,PI 644101,02ncab01 SD,
PI644102:81FE8ABXX:6:C5,P737M20,P737M20,NCRPIS,PI 644102,04ncai01 SD,
PI648423:81N4HABXX:5:D12,58611InbredA632,58611 Inbred A632,NCRPIS,PI 648423,09ncai01 SD,
PI648424:81N4HABXX:6:D1,58609A632MethBc5S4,58609 A632 (Meth) Bc5S4,NCRPIS,PI 648424,09ncai01 SD,
PI648425:81FE8ABXX:1:G5,58610A632MethBc5S4,58610 A632 (Meth) Bc5S4,NCRPIS,PI 648425,09ncai01 SD,
PI648426:81FE7ABXX:6:E3,58612InbredB73,58612 Inbred B73,NCRPIS,PI 648426,09ncai01 SD,
PI648427:81FE7ABXX:4:C11,58613B73MethBc5S4,58613 B73 (Meth) Bc5S4,NCRPIS,PI 648427,09ncai01 SD,
PI648428:81N4HABXX:7:C9,58614B73MethBc5S4,58614 B73 (Meth) Bc5S4,NCRPIS,PI 648428,09ncai01 SD,
PI648429:81FENABXX:1:H2,58615B73MethBc5S4,58615 B73 (Meth) Bc5S4,NCRPIS,PI 648429,09ncai01 SD,
PI648430:81FE7ABXX:6:F6,58801InbredMo17,58801 Inbred Mo17,NCRPIS,PI 648430,09ncai01 SD,
PI648431:81FE7ABXX:5:D7,58802Mo17MethBcS3,58802 Mo17 (Meth) BcS3,NCRPIS,PI 648431,09ncai01 SD,
PI648432:81FENABXX:2:D1,58803Mo17MethBcS3,58803 Mo17 (Meth) BcS3,NCRPIS,PI 648432,09ncai01 SD,
PI648433:81FENABXX:2:C6,58804Mo17MethBcS3,58804 Mo17 (Meth) BcS3,NCRPIS,PI 648433,09ncai01 SD,
PI651530:D0D0BACXX:3:G12,GEMN-0088,GEMN-0088,NCRPIS,PI 651530,12174,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
